document_name,pipeline_highlight,correction,quality,supposed_cause,context,correct_label,possible_solution,comments
2020_Gjonov_New_records_of_Hemiptera_from_the_Maltese_Islands_Cacopsylla_pruni_Malta_copie,NA,Euscelis cf. ohausi,false_negative,unknown_lexeme,"(Bursinia sicula Emeljanoy, Chloriona sicula Matsumura, Eupteryx zelleri (Kirschbaum), Euscelis cf. ohausi Wagner, Opsius cypriacus Lindberg, Paralimnus phragmitis (Boheman)",taxon,add_lexeme,
2020_Gjonov_New_records_of_Hemiptera_from_the_Maltese_Islands_Cacopsylla_pruni_Malta_copie,Euscelis,Euscelis cf. ohausi Wagner,false_negative,unknown_lexeme,"(Bursinia sicula Emeljanoy, Chloriona sicula Matsumura, Eupteryx zelleri (Kirschbaum), Euscelis cf. ohausi Wagner, Opsius cypriacus Lindberg, Paralimnus phragmitis (Boheman)",taxon,add_lexeme,
1919_Horwood_blackthorn_Cacopsylla_pruni_UK_translation,NA,Eutypella,false_negative,NA,"Many larger fungi grow on it: Stereum, Podosphera, Eutypella, Polystigma, Plowrightia, Polyporus, Hypocmis, Entomospo- rium, Corynum, Cladosporium.",taxon,,
1955_Tamanini_Cacopsylla_pruni_Italie_première_identification_translation,Fagus silvatica,Fagus silvatica L.,too_narrow,unknown_lexeme,on Fagus silvatica L. ,taxon,add_lexeme,
1955_Tamanini_Cacopsylla_pruni_Italie_première_identification_translation,NA,Fam. Livupas F. Lév.,false_neagative,unknown_lexeme,"Fam. Livupas F. Lév. ; Livia juncorum (Latr.) - Trentino, Mattarello, in Juncus #P »1X-1948;",taxon,add_lexeme,
1919_Horwood_blackthorn_Cacopsylla_pruni_UK_translation,flesh,flesh,wrong_label,polysemy,"The fruit is a drupe, the flesh adhering to the stone, round. ",NA,"concept_addition,desambiguation",
1955_Tamanini_Cacopsylla_pruni_Italie_première_identification_translation,NA,Flor,false_negative,unknown_lexeme," Gammatosena speciosa (Flor) - Francia mex., Mens, on Populus nigra L., un to exemplary.",taxon,"add_pattern,taxon_autocorrector",
1919_Horwood_blackthorn_Cacopsylla_pruni_UK_translation,flower,flower-stalk,too_narrow,pos_tagging,"Lathyrus pratensis, L.—Stem climbing, angled, not winged, tendrils small, leaflets 2, narrow, lanceolate, stipules sagittate, as long as leaflets; flowers yellow, veined, flower-stalk many-flowered, in raceme, secund, hile small.",habitat,,
1919_Horwood_blackthorn_Cacopsylla_pruni_UK_translation,NA,FLOWERS,false_negative,case_sensitivity,158 FLOWERS OF THE ROADSIDES AND HEDGES ,habitat,"case_sensitivity,common_names_detection",
1955_Tamanini_Cacopsylla_pruni_Italie_première_identification_translation,NA,Forst.,false_negative,unknown_lexeme,"None Val Genova, Todesca, on 'Lis (Weber et Mohr) - Trentino,; x Aphalara erie ee trentino, Molveno, on Polygonum fagopyrum L",taxon,"add_pattern,taxon_autocorrector",
1955_Tamanini_Cacopsylla_pruni_Italie_première_identification_translation,Fraxinus ornus,Fraxinus ornus Ls,too_narrow,text_extraction_issue,"ynao4s, Payllopsis fraxini (Linn,) - France Wed, Mens, on Fraxinus ornus Ls,",taxon,"add_pattern,taxon_autocorrector",
1919_Horwood_blackthorn_Cacopsylla_pruni_UK_translation,NA,fruit,false_negative,NA,"he fruit is edible, and the seed is dispersed by animals.",habitat,add_pattern,
1955_Tamanini_Cacopsylla_pruni_Italie_première_identification_translation,NA,Gammatosena speciosa ,false_negative,unknown_lexeme," Gammatosena speciosa (Flor) - Francia mex., Mens, on Populus nigra L., un to exemplary.",taxon,add_lexeme,
1955_Tamanini_Cacopsylla_pruni_Italie_première_identification_translation,NA,Gammatosena speciosa (Flor),false_negative,unknown_lexeme,"Gammatosena speciosa (Flor) - Francia mex., Mens, on Populus nigra L., un to exemplary.",taxon,add_lexeme,
1919_Horwood_blackthorn_Cacopsylla_pruni_UK_translation,NA,Grey Dagger,false_negative,unknown_lexeme,"Otiorhynchus picipes, Monochetus sulcatus, Magdalinus prani, Rhynchites auratus, the Hymenopterous insects Andrena bucephala, Eriocampa adumbrata, Lepidoptera Black — Hairstreak (Thecla pruni), Scarlet T (Callimorpha dominula), Vellow Tail Moth (Liparis auriflua), Grey Dagger (Aeronyata psi), White-lewter Hair- streak (Thecla W. album), Brown Hairstreak (7: detule), Short-cloaked Moth (Nola cucullatella), &c., and the Homopterous Capsus capilZaris",taxon,add_lexeme,
1955_Tamanini_Cacopsylla_pruni_Italie_première_identification_translation,NA,Harpacticoide caveman,false_negative,foreign_lexeme,Description of a new species of Copepod Harpacticoide caveman,taxon,foreign_pattern_translation,
1919_Horwood_blackthorn_Cacopsylla_pruni_UK_translation,NA,Hawthorn,false_negative,unknown_lexeme,"It is found not only by the highway, with Spindle, Maple, Crab, Hawthorn, Cornel, and Elder, but also in the hedgerows, in fields, and in woods",habitat,"add_pattern,taxon_autocorrector",
1919_Horwood_blackthorn_Cacopsylla_pruni_UK_translation,NA,heaths,false_negative,unknown_lexeme,"The Common Bramble is not only a prevalent hedgerow plant, but it is often one of the chief mainstays of common undergrowth, and forms wide patches on heaths and moors,",habitat,add_lexeme,
1919_Horwood_blackthorn_Cacopsylla_pruni_UK_translation,NA,Hedge Picks,false_negative,pattern_recognition,"Blackberry, Blackthorn, Blackthorn-May, Buckthorn, Bullens, Bullies, Bullins, Bullister, Cat's-sloes, Eggpeg Bushes, Hedge Picks, Hedge Speaks, Heg Peg Bushes, Hep, Winter Kecksies, May Blackthorn, Quick Scrog, Skig Slaathorn, Slacen-bush, Slan, Slaunbush, 5 ion, Slone Bloom, Sloobush, Slines, Snag, Snagbush, Winter Picks",habitat,,
1919_Horwood_blackthorn_Cacopsylla_pruni_UK_translation,NA,Hedge Speaks,false_negative,pattern_recognition,"Blackberry, Blackthorn, Blackthorn-May, Buckthorn, Bullens, Bullies, Bullins, Bullister, Cat's-sloes, Eggpeg Bushes, Hedge Picks, Hedge Speaks, Heg Peg Bushes, Hep, Winter Kecksies, May Blackthorn, Quick Scrog, Skig Slaathorn, Slacen-bush, Slan, Slaunbush, 5 ion, Slone Bloom, Sloobush, Slines, Snag, Snagbush, Winter Picks",habitat,,
1919_Horwood_blackthorn_Cacopsylla_pruni_UK_translation,NA,hedgerows,false_negative,unknown_lexeme,"It is found not only by the highway, with Spindle, Maple, Crab, Hawthorn, Cornel, and Elder, but also in the hedgerows, in fields, and in woods",habitat,add_lexeme,
1919_Horwood_blackthorn_Cacopsylla_pruni_UK_translation,NA,HEDGES,false_negative,case_sensitivity,158 FLOWERS OF THE ROADSIDES AND HEDGES ,habitat,"case_sensitivity,common_names_detection,concept_addition",
1919_Horwood_blackthorn_Cacopsylla_pruni_UK_translation,NA,Heg Peg Bushes,false_negative,pattern_recognition,"Blackberry, Blackthorn, Blackthorn-May, Buckthorn, Bullens, Bullies, Bullins, Bullister, Cat's-sloes, Eggpeg Bushes, Hedge Picks, Hedge Speaks, Heg Peg Bushes, Hep, Winter Kecksies, May Blackthorn, Quick Scrog, Skig Slaathorn, Slacen-bush, Slan, Slaunbush, 5 ion, Slone Bloom, Sloobush, Slines, Snag, Snagbush, Winter Picks",habitat,,
2020_Gjonov_New_records_of_Hemiptera_from_the_Maltese_Islands_Cacopsylla_pruni_Malta_copie,NA,Hemipteran,false_negative,morphological variation,"Hemipteran material collected from the Maltese Islands has yielded eleven species previously unrecorded, belonging to three different suborders as follows: ",taxon,taxon_autocorrector,
1919_Horwood_blackthorn_Cacopsylla_pruni_UK_translation,NA,Hep,false_negative,pattern_recognition,"Blackberry, Blackthorn, Blackthorn-May, Buckthorn, Bullens, Bullies, Bullins, Bullister, Cat's-sloes, Eggpeg Bushes, Hedge Picks, Hedge Speaks, Heg Peg Bushes, Hep, Winter Kecksies, May Blackthorn, Quick Scrog, Skig Slaathorn, Slacen-bush, Slan, Slaunbush, 5 ion, Slone Bloom, Sloobush, Slines, Snag, Snagbush, Winter Picks",habitat,,
1919_Horwood_blackthorn_Cacopsylla_pruni_UK_translation,NA,highland,false_negative,pattern_recognition,indiscriminately common to both highland and lowland districts,habitat,,
1919_Horwood_blackthorn_Cacopsylla_pruni_UK_translation,NA,Homopterous,false_negative,morphological_variation,"Otiorhynchus picipes, Monochetus sulcatus, Magdalinus prani, Rhynchites auratus, the Hymenopterous insects Andrena bucephala, Eriocampa adumbrata, Lepidoptera Black — Hairstreak (Thecla pruni), Scarlet T (Callimorpha dominula), Vellow Tail Moth (Liparis auriflua), Grey Dagger (Aeronyata psi), White-lewter Hair- streak (Thecla W. album), Brown Hairstreak (7: detule), Short-cloaked Moth (Nola cucullatella), &c., and the Homopterous Capsus capilZaris",taxon,taxon_autocorrector,
1919_Horwood_blackthorn_Cacopsylla_pruni_UK_translation,abundant honey,honey,too_wide,NA,"The flowers are conspicuous, and contain abundant honey",habitat,,
1919_Horwood_blackthorn_Cacopsylla_pruni_UK_translation,insects,Hymenopterous insects,too_narrow,unknown_lexeme,"Otiorhynchus picipes, Monochetus sulcatus, Magdalinus prani, Rhynchites auratus, the Hymenopterous insects Andrena bucephala, Eriocampa adumbrata, Lepidoptera Black — Hairstreak (Thecla pruni), Scarlet T (Callimorpha dominula), Vellow Tail Moth (Liparis auriflua), Grey Dagger (Aeronyata psi), White-lewter Hair- streak (Thecla W. album), Brown Hairstreak (7: detule), Short-cloaked Moth (Nola cucullatella), &c., and the Homopterous Capsus capilZaris",taxon,add_lexeme,
1955_Tamanini_Cacopsylla_pruni_Italie_première_identification_translation,Hypochoeris,Hypochoeris sp.,too_narrow,NA,"Trentino, Grup rerio, Lastee meadows, on Hypochoeris sp., VUl-1940",taxon,,
1919_Horwood_blackthorn_Cacopsylla_pruni_UK_translation,NA,Hypocmis,false_negative,NA,"Many larger fungi grow on it: Stereum, Podosphera, Eutypella, Polystigma, Plowrightia, Polyporus, Hypocmis, Entomospo- rium, Corynum, Cladosporium.",taxon,,
1919_Horwood_blackthorn_Cacopsylla_pruni_UK_translation,NA,It,false_negative,anaphora,"The Sloe is so common a wayside plant as scarcely to need description, It is found not only by the highway",habitat,,
1919_Horwood_blackthorn_Cacopsylla_pruni_UK_translation,NA,It,false_negative,anaphora,It is one of the earliest wild flowers in March and April.,habitat,,
1919_Horwood_blackthorn_Cacopsylla_pruni_UK_translation,NA,it,false_negative,anaphora,"A fungus, Puccinia pruni, causes early fall of the leaf. Eriophyes similis is a gall that attacks it.",taxon,,
1919_Horwood_blackthorn_Cacopsylla_pruni_UK_translation,NA,it,false_negative,anaphora,"A fungus, Puccinia pruni, causes early fall of the leaf. Eriophyes similis is a gall that attacks it. Many larger fungi grow on it:",taxon,,
1919_Horwood_blackthorn_Cacopsylla_pruni_UK_translation,NA,It,false_negative,anaphora,It is also galled by Cecidomyia praniand Biorhiza terminalis;,taxon,,
1919_Horwood_blackthorn_Cacopsylla_pruni_UK_translation,NA,It,false_negative,anaphora,It forms some part also of the undergrowth in woods and plantations,habitat,,
1955_Tamanini_Cacopsylla_pruni_Italie_première_identification_translation,NA,it,false_negative,anaphora,but since it was still collected in Italy.,taxon,,
2020_Gjonov_New_records_of_Hemiptera_from_the_Maltese_Islands_Cacopsylla_pruni_Malta_copie,plant-lice,jumping plant-lice,too_narrow,unknown_lexeme,"18 whiteflies (Matumpay & Mirsup, 2012, 2016), 21 jumping plant-lice (Mirsup, 2020) and 93 scale insects (Mirsup et al., 2014) for a total of 233 species. ",habitat,"add_pattern,taxon_autocorrector",
2020_Gjonov_New_records_of_Hemiptera_from_the_Maltese_Islands_Cacopsylla_pruni_Malta_copie,NA,Kirschbaum,false_negative,unknown_lexeme,"nine new records of Auchenorrhyncha (Bursinia sicula Emeljanoy, Chloriona sicula Matsumura, Eupteryx zelleri (Kirschbaum)",habitat,"add_pattern,taxon_autocorrector",
1919_Horwood_blackthorn_Cacopsylla_pruni_UK_translation,NA,Lady’s Fingers,false_negative,encoding,"Yellow Tar, Yellow Fitchling, Lady’s Fingers, Mouse Pea, Crawpea, Tom Thumb Vetchling. ",habitat,encoding_compatibility,ocra
1919_Horwood_blackthorn_Cacopsylla_pruni_UK_translation,Lathyrus pratensis,"Lathyrus pratensis, L.",too_narrow,unknown_lexeme,"Lathyrus pratensis, L.—Stem climbing, angled, not winged, tendrils small, leaflets 2, narrow, lanceolate, stipules sagittate, as long as leaflets; flowers yellow, veined, flower-stalk many-flowered, in raceme, secund, hile small.",taxon,add_lexeme,
1919_Horwood_blackthorn_Cacopsylla_pruni_UK_translation,NA,latter,false_negative,anaphora,"from the inflection of the stamens toward the centre above the stigma, causing pollen to fall on the latter.",habitat,,refers to stigma (which is correctly highlighted)
1955_Tamanini_Cacopsylla_pruni_Italie_première_identification_translation,Noctuidae,Lepid. Noctuidae,too_narrow,text_extraction_issue,good species (Lepid. Noctuidae).,taxon,,
1919_Horwood_blackthorn_Cacopsylla_pruni_UK_translation,Lepidoptera,Lepidoptera Black — Hairstreak,too_narrow,"text_extraction_issue,unknown_lexeme","Otiorhynchus picipes, Monochetus sulcatus, Magdalinus prani, Rhynchites auratus, the Hymenopterous insects Andrena bucephala, Eriocampa adumbrata, Lepidoptera Black — Hairstreak (Thecla pruni), Scarlet T (Callimorpha dominula), Vellow Tail Moth (Liparis auriflua), Grey Dagger (Aeronyata psi), White-lewter Hair- streak (Thecla W. album), Brown Hairstreak (7: detule), Short-cloaked Moth (Nola cucullatella), &c., and the Homopterous Capsus capilZaris",taxon,"add_pattern,taxon_autocorrector",
1919_Horwood_blackthorn_Cacopsylla_pruni_UK_translation,NA,Liparis auriflua,false_negative,unknown_lexeme,"Otiorhynchus picipes, Monochetus sulcatus, Magdalinus prani, Rhynchites auratus, the Hymenopterous insects Andrena bucephala, Eriocampa adumbrata, Lepidoptera Black — Hairstreak (Thecla pruni), Scarlet T (Callimorpha dominula), Vellow Tail Moth (Liparis auriflua), Grey Dagger (Aeronyata psi), White-lewter Hair- streak (Thecla W. album), Brown Hairstreak (7: detule), Short-cloaked Moth (Nola cucullatella), &c., and the Homopterous Capsus capilZaris",taxon,add_lexeme,
1955_Tamanini_Cacopsylla_pruni_Italie_première_identification_translation,Livia,Livia juncorum,too_narrow,unknown_lexeme,"Fam. Livupas F. Lév. ; Livia juncorum (Latr.) - Trentino, Mattarello, in Juncus #P »1X-1948; ",taxon,add_lexeme,
1919_Horwood_blackthorn_Cacopsylla_pruni_UK_translation,NA,Magdalinus prani,false_negative,unknown_lexeme,"Otiorhynchus picipes, Monochetus sulcatus, Magdalinus prani, Rhynchites auratus, the Hymenopterous insects Andrena bucephala, Eriocampa adumbrata, Lepidoptera Black — Hairstreak (Thecla pruni), Scarlet T (Callimorpha dominula), Vellow Tail Moth (Liparis auriflua), Grey Dagger (Aeronyata psi), White-lewter Hair- streak (Thecla W. album), Brown Hairstreak (7: detule), Short-cloaked Moth (Nola cucullatella), &c., and the Homopterous Capsus capilZaris",taxon,add_lexeme,
1919_Horwood_blackthorn_Cacopsylla_pruni_UK_translation,NA,Maple,false_negative,NA,"It is found not only by the highway, with Spindle, Maple, Crab, Hawthorn, Cornel, and Elder, but also in the hedgerows, in fields, and in woods",habitat,,
1919_Horwood_blackthorn_Cacopsylla_pruni_UK_translation,NA,May Blackthorn,false_negative,pattern_recognition,"Blackberry, Blackthorn, Blackthorn-May, Buckthorn, Bullens, Bullies, Bullins, Bullister, Cat's-sloes, Eggpeg Bushes, Hedge Picks, Hedge Speaks, Heg Peg Bushes, Hep, Winter Kecksies, May Blackthorn, Quick Scrog, Skig Slaathorn, Slacen-bush, Slan, Slaunbush, 5 ion, Slone Bloom, Sloobush, Slines, Snag, Snagbush, Winter Picks",habitat,,
1919_Horwood_blackthorn_Cacopsylla_pruni_UK_translation,NA,mesocarp,false_negative,NA,"When the carpel becomes the fruit the layers are three, the skin or epicarp, the flesh or mesocarp, and the inner stony endocarp, ",habitat,,
2020_Gjonov_New_records_of_Hemiptera_from_the_Maltese_Islands_Cacopsylla_pruni_Malta_copie,NA,mirids,false_negative,unknown_lexeme,"Since then, two mirids, a pyrrhocorid and a pentatomid were also added to the Maltese fauna ",habitat,common_names_detection,
1919_Horwood_blackthorn_Cacopsylla_pruni_UK_translation,NA,Monochetus sulcatus,false_negative,unknown_lexeme,"Otiorhynchus picipes, Monochetus sulcatus, Magdalinus prani, Rhynchites auratus, the Hymenopterous insects Andrena bucephala, Eriocampa adumbrata, Lepidoptera Black — Hairstreak (Thecla pruni), Scarlet T (Callimorpha dominula), Vellow Tail Moth (Liparis auriflua), Grey Dagger (Aeronyata psi), White-lewter Hair- streak (Thecla W. album), Brown Hairstreak (7: detule), Short-cloaked Moth (Nola cucullatella), &c., and the Homopterous Capsus capilZaris",taxon,add_lexeme,
1919_Horwood_blackthorn_Cacopsylla_pruni_UK_translation,Pea,Mouse Pea,too_narrow,unknown_lexeme,"Yellow Tar, Yellow Fitchling, Lady’s Fingers, Mouse Pea, Crawpea, Tom Thumb Vetchling. ",habitat,"add_pattern,taxon_autocorrector",
1919_Horwood_blackthorn_Cacopsylla_pruni_UK_translation,},NA,false_positive,NA,"The flowers are white, }-2 in.",NA,,
1955_Tamanini_Cacopsylla_pruni_Italie_première_identification_translation,people ,NA,false_positive,NA,And the people here in Italy and in Krancia,NA,,
1919_Horwood_blackthorn_Cacopsylla_pruni_UK_translation,early spring,NA,false_positive,polysemy,the Blackthorn blossoms make the otherwise dark growth of branches quite white in early spring.,NA,,
1919_Horwood_blackthorn_Cacopsylla_pruni_UK_translation,bodies of slain heathens,NA,false_positive,"pragmatics,semantics","The “ Lay of Runzifal” makes a Blackthorn shoot out of the bodies of slain heathens, a white flower by the heads of fallen Christians.",habitat,,"The phrase was used in the context of a mythological narrative, not to be interpreted as factual. More specifically, the lexeme 'heathens' should never be labelled as it has religious connotations."
1955_Tamanini_Cacopsylla_pruni_Italie_première_identification_translation,},NA,false_positive,text_extraction_issue," especially being rap} u,",NA,add_pattern,
1955_Tamanini_Cacopsylla_pruni_Italie_première_identification_translation,NA,nettle,false_negative,NA,several specimens. Common and widespread species wherever nettle grows. ,habitat,,
1919_Horwood_blackthorn_Cacopsylla_pruni_UK_translation,Nola,Nola cucullatella,too_narrow,unknown_lexeme,"Otiorhynchus picipes, Monochetus sulcatus, Magdalinus prani, Rhynchites auratus, the Hymenopterous insects Andrena bucephala, Eriocampa adumbrata, Lepidoptera Black — Hairstreak (Thecla pruni), Scarlet T (Callimorpha dominula), Vellow Tail Moth (Liparis auriflua), Grey Dagger (Aeronyata psi), White-lewter Hair- streak (Thecla W. album), Brown Hairstreak (7: detule), Short-cloaked Moth (Nola cucullatella), &c., and the Homopterous Capsus capilZaris",taxon,"add_pattern,taxon_autocorrector",
1955_Tamanini_Cacopsylla_pruni_Italie_première_identification_translation,NA,Notulae dipterologicae,false_negative,unknown_lexeme,Notulae dipterologicae,taxon,add_lexeme,
2020_Gjonov_New_records_of_Hemiptera_from_the_Maltese_Islands_Cacopsylla_pruni_Malta_copie,Opsius,Opsius cypriacus,too_narrow,unknown_lexeme,"(Bursinia sicula Emeljanoy, Chloriona sicula Matsumura, Eupteryx zelleri (Kirschbaum), Euscelis cf. ohausi Wagner, Opsius cypriacus Lindberg, Paralimnus phragmitis (Boheman)",taxon,add_lexeme,
2020_Gjonov_New_records_of_Hemiptera_from_the_Maltese_Islands_Cacopsylla_pruni_Malta_copie,Opsius,Opsius cypriacus Lindberg,too_narrow,unknown_lexeme,"(Bursinia sicula Emeljanoy, Chloriona sicula Matsumura, Eupteryx zelleri (Kirschbaum), Euscelis cf. ohausi Wagner, Opsius cypriacus Lindberg, Paralimnus phragmitis (Boheman)",taxon,add_lexeme,
1919_Horwood_blackthorn_Cacopsylla_pruni_UK_translation,Otiorhynchus,Otiorhynchus picipes,too_narrow,unknown_lexeme,"Otiorhynchus picipes, Monochetus sulcatus, Magdalinus prani, Rhynchites auratus, the Hymenopterous insects Andrena bucephala, Eriocampa adumbrata, Lepidoptera Black — Hairstreak (Thecla pruni), Scarlet T (Callimorpha dominula), Vellow Tail Moth (Liparis auriflua), Grey Dagger (Aeronyata psi), White-lewter Hair- streak (Thecla W. album), Brown Hairstreak (7: detule), Short-cloaked Moth (Nola cucullatella), &c., and the Homopterous Capsus capilZaris",taxon,add_lexeme,
1919_Horwood_blackthorn_Cacopsylla_pruni_UK_translation,NA,P. énstititia,false_negative,text_extraction_issue,"As the Latin specific name indicates this plant is peculiarly spinous, which separates it from P. énstititia, where there are few spines.",habitat,taxon_autocorrector,
1955_Tamanini_Cacopsylla_pruni_Italie_première_identification_translation,NA,Payllopsis fraxini,false_negative,text_extraction_issue,"ynao4s, Payllopsis fraxini (Linn,) - France Wed, Mens, on Fraxinus ornus Ls,",taxon,"add_pattern,taxon_autocorrector",
1955_Tamanini_Cacopsylla_pruni_Italie_première_identification_translation,NA,Payllopsis fraxini (Linn),false_negative,text_extraction_issue,"ynao4s, Payllopsis fraxini (Linn,) - France Wed, Mens, on Fraxinus ornus Ls,",taxon,"add_pattern,taxon_autocorrector",
2020_Gjonov_New_records_of_Hemiptera_from_the_Maltese_Islands_Cacopsylla_pruni_Malta_copie,NA,pentatomid,false_negative,unknown_lexeme,"Since then, two mirids, a pyrrhocorid and a pentatomid were also added to the Maltese fauna",habitat,add_lexeme,
1955_Tamanini_Cacopsylla_pruni_Italie_première_identification_translation,Perigea,Perigea conducta,too_narrow,unknown_lexeme,Perigea conducta Wik. (Caradrina conducta Wik.),taxon,add_lexeme,
1955_Tamanini_Cacopsylla_pruni_Italie_première_identification_translation,NA,Peylla pyri,false_negative,text_extraction_issue,"Peylla pyri (Linn, «Trentino, Aldeno, on Pirus communis L., VII-1943; ",taxon,"add_pattern,taxon_autocorrector",
1955_Tamanini_Cacopsylla_pruni_Italie_première_identification_translation,NA,Peylla pyri (Linn),false_negative,text_extraction_issue," Cee in central European countries ¢ northern, sons: & + Peylla pyri ",taxon,"add_pattern,taxon_autocorrector",
1955_Tamanini_Cacopsylla_pruni_Italie_première_identification_translation,NA,Peylla pyricola Foret,false_negative,text_extraction_issue,"Peylla pyricola Foret,. France wed., Mens, on Pirus communis L .",taxon,"add_pattern,taxon_autocorrector",
1955_Tamanini_Cacopsylla_pruni_Italie_première_identification_translation,NA,Pirus co: mmunis L,false_negative,text_extraction_issue,"Psylla pyri (Linn.) Trentino, Aldeno, on Pirus co: mmunis L",,taxon_autocorrector,
1955_Tamanini_Cacopsylla_pruni_Italie_première_identification_translation,NA,Pirus communis L ,false_negative,unknown_lexeme,"siderarsi dul! Italy. Peylla pyricola Foret,. France wed., Mens, on Pirus communis L ",taxon,add_lexeme,
1955_Tamanini_Cacopsylla_pruni_Italie_première_identification_translation,NA,Pirus communis L.,false_negative,unknown_lexeme,,taxon,add_lexeme,
1955_Tamanini_Cacopsylla_pruni_Italie_première_identification_translation,NA,"Pirus communis L., VII-1943",false_negative,unknown_lexeme,"Peylla pyri (Linn, «Trentino, Aldeno, on Pirus communis L., VII-1943; ",taxon,add_lexeme,
2020_Gjonov_New_records_of_Hemiptera_from_the_Maltese_Islands_Cacopsylla_pruni_Malta_copie,Planchonia ,Planchonia arabidis Signoret,too_narrow,unknown_lexeme,"Tachycixius pilosus (Olivier) and Toya ibiturca Asche), and a new record for both the suborder Heteroptera (Plea minutissima (Leach)) and the suborder Sternorrhyncha (Planchonia arabidis Signoret)",taxon,add_lexeme,
2020_Gjonov_New_records_of_Hemiptera_from_the_Maltese_Islands_Cacopsylla_pruni_Malta_copie,Plea minutissima,Plea minutissima (Leach),too_narrow,NA,"Tachycixius pilosus (Olivier) and Toya ibiturca Asche), and a new record for both the suborder Heteroptera (Plea minutissima (Leach)) and the suborder Sternorrhyncha (Planchonia arabidis Signoret)",habitat,,
1919_Horwood_blackthorn_Cacopsylla_pruni_UK_translation,NA,Pliny,false_negative,pattern_recognition,"Prunus, Pliny, is Latin for plum-tree",habitat,,
1919_Horwood_blackthorn_Cacopsylla_pruni_UK_translation,NA,Plowrightia,false_negative,NA,"Many larger fungi grow on it: Stereum, Podosphera, Eutypella, Polystigma, Plowrightia, Polyporus, Hypocmis, Entomospo- rium, Corynum, Cladosporium.",taxon,,
1919_Horwood_blackthorn_Cacopsylla_pruni_UK_translation,NA,Podosphera,false_negative,NA,"Many larger fungi grow on it: Stereum, Podosphera, Eutypella, Polystigma, Plowrightia, Polyporus, Hypocmis, Entomospo- rium, Corynum, Cladosporium.",taxon,,
1955_Tamanini_Cacopsylla_pruni_Italie_première_identification_translation,Polygonum fagopyrum,Polygonum fagopyrum L,too_narrow,NA,"None Val Genova, Todesca, on 'Lis (Weber et Mohr) - Trentino,; x Aphalara erie ee trentino, Molveno, on Polygonum fagopyrum L",taxon,,
1919_Horwood_blackthorn_Cacopsylla_pruni_UK_translation,NA,Polyporus,false_negative,NA,"Many larger fungi grow on it: Stereum, Podosphera, Eutypella, Polystigma, Plowrightia, Polyporus, Hypocmis, Entomospo- rium, Corynum, Cladosporium.",taxon,,
